6	85.805	66.73	185.08697	70.0234
7	73.218	72.25	1072.473	185.9478
8	60.146	77.1	1476.575	233.4304
9	46.812	81.64	1672.351	257.3334
10	33.316	86.34	1777.292	270.7651
11	19.748	92.45	1833.345	278.154
12	6.38	110.66	1857.434	281.3383
13	8.149	254.68	1855.715	281.1158
14	21.605	268.55	1827.793	277.4171
15	35.172	274.31	1766.373	269.3435
16	48.653	278.94	1652.323	254.8251
17	61.962	283.49	1437.707	228.8044
18	74.993	288.41	985.396	175.7308
19	87.448	294.05	68.205981	47.9327
